Board Stocks,Board I,Board II,Board III,Board Noble,BoardUpsiteDownI,BoardUpsiteDownII,BoardUpsiteDownIII,BoardUpsiteDownNoble,Hoang Score,Hoang Stocks,Hoang Stocks Const,Hoang Open,Hoang Noble,Hoang Upsite Down,Trang Score,Trang Stocks,Trang Stocks Const,Trang Open,Trang Noble,Trang Upsite Down,Thao Score,Thao Stocks,Thao Stocks Const,Thao Open,Thao Noble,Thao Upsite Down,Hieu Score,Hieu Stocks,Hieu Stocks Const,Hieu Open,Hieu Noble,Hieu Upsite Down
"{'red': 2, 'blue': 1, 'green': 4, 'white': 2, 'black': 5, 'auto_color': 4}","['I_7', 'I_19', 'I_17', 'I_8']","['II_12', 'II_26', 'II_29', 'II_8']","['III_8', 'III_16', 'III_14', 'III_5']","['Noble_4', 'Noble_8', 'Noble_7', 'Noble_6', 'Noble_10']","['I_32', 'I_20', 'I_37', 'I_14', 'I_27', 'I_21', 'I_18', 'I_6', 'I_25', 'I_16', 'I_10', 'I_26', 'I_22', 'I_2', 'I_12', 'I_15', 'I_9', 'I_30', 'I_28', 'I_31', 'I_33']","['II_15', 'II_23', 'II_27', 'II_22', 'II_10', 'II_14', 'II_17', 'II_13', 'II_30', 'II_19', 'II_21', 'II_20', 'II_25']","['III_4', 'III_12', 'III_18', 'III_17', 'III_19', 'III_11', 'III_13', 'III_9', 'III_15', 'III_7']","['Noble_5', 'Noble_2', 'Noble_9', 'Noble_3', 'Noble_1']",7,"{'red': 1, 'blue': 1, 'green': 0, 'white': 0, 'black': 1, 'auto_color': 0}","{'red': 0, 'blue': 1, 'green': 1, 'white': 0, 'black': 1}","['II_6', 'II_9', 'II_28']",[],"['II_4', 'II_7']",9,"{'red': 2, 'blue': 3, 'green': 0, 'white': 3, 'black': 0, 'auto_color': 1}","{'red': 1, 'blue': 0, 'green': 2, 'white': 0, 'black': 0}","['I_5', 'III_3', 'III_10']",[],"['III_1', 'III_6', 'III_20']",9,"{'red': 2, 'blue': 0, 'green': 2, 'white': 2, 'black': 1, 'auto_color': 0}","{'red': 2, 'blue': 1, 'green': 2, 'white': 1, 'black': 0}","['II_24', 'II_16', 'II_2', 'II_3', 'II_18', 'II_11']",[],"['I_39', 'I_40']",4,"{'red': 0, 'blue': 2, 'green': 1, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 2, 'blue': 2, 'green': 5, 'white': 1, 'black': 4}","['I_11', 'I_35', 'I_34', 'I_24', 'I_29', 'I_3', 'I_13', 'II_1', 'I_1', 'I_4', 'II_5', 'I_36', 'I_38', 'I_23']",[],['III_2']
"{'red': 2, 'blue': 0, 'green': 3, 'white': 1, 'black': 4, 'auto_color': 3}","['I_7', 'I_19', 'I_17', 'I_32']","['II_12', 'II_26', 'II_15', 'II_8']","['III_8', 'III_16', 'III_14', 'III_5']","['Noble_4', 'Noble_8', 'Noble_7', 'Noble_6', 'Noble_10']","['I_20', 'I_37', 'I_14', 'I_27', 'I_21', 'I_18', 'I_6', 'I_25', 'I_16', 'I_10', 'I_26', 'I_22', 'I_2', 'I_12', 'I_15', 'I_9', 'I_30', 'I_28', 'I_31', 'I_33']","['II_23', 'II_27', 'II_22', 'II_10', 'II_14', 'II_17', 'II_13', 'II_30', 'II_19', 'II_21', 'II_20', 'II_25']","['III_4', 'III_12', 'III_18', 'III_17', 'III_19', 'III_11', 'III_13', 'III_9', 'III_15', 'III_7']","['Noble_5', 'Noble_2', 'Noble_9', 'Noble_3', 'Noble_1']",7,"{'red': 1, 'blue': 1, 'green': 0, 'white': 0, 'black': 1, 'auto_color': 1}","{'red': 0, 'blue': 1, 'green': 1, 'white': 0, 'black': 1}","['II_6', 'II_9', 'II_28']",[],"['II_4', 'II_7', 'II_29']",9,"{'red': 1, 'blue': 4, 'green': 0, 'white': 4, 'black': 0, 'auto_color': 1}","{'red': 1, 'blue': 0, 'green': 2, 'white': 0, 'black': 0}","['I_5', 'III_3', 'III_10']",[],"['III_1', 'III_6', 'III_20']",9,"{'red': 3, 'blue': 0, 'green': 3, 'white': 2, 'black': 2, 'auto_color': 0}","{'red': 2, 'blue': 1, 'green': 2, 'white': 1, 'black': 0}","['II_24', 'II_16', 'II_2', 'II_3', 'II_18', 'II_11']",[],"['I_39', 'I_40']",4,"{'red': 0, 'blue': 2, 'green': 1, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 2, 'blue': 2, 'green': 6, 'white': 1, 'black': 4}","['I_11', 'I_35', 'I_34', 'I_24', 'I_29', 'I_3', 'I_13', 'II_1', 'I_1', 'I_4', 'II_5', 'I_36', 'I_38', 'I_23', 'I_8']",[],['III_2']
"{'red': 1, 'blue': 1, 'green': 3, 'white': 3, 'black': 5, 'auto_color': 3}","['I_7', 'I_19', 'I_17', 'I_20']","['II_12', 'II_23', 'II_15', 'II_8']","['III_8', 'III_16', 'III_14', 'III_5']","['Noble_4', 'Noble_8', 'Noble_7', 'Noble_6', 'Noble_10']","['I_37', 'I_14', 'I_27', 'I_21', 'I_18', 'I_6', 'I_25', 'I_16', 'I_10', 'I_26', 'I_22', 'I_2', 'I_12', 'I_15', 'I_9', 'I_30', 'I_28', 'I_31', 'I_33']","['II_27', 'II_22', 'II_10', 'II_14', 'II_17', 'II_13', 'II_30', 'II_19', 'II_21', 'II_20', 'II_25']","['III_4', 'III_12', 'III_18', 'III_17', 'III_19', 'III_11', 'III_13', 'III_9', 'III_15', 'III_7']","['Noble_5', 'Noble_2', 'Noble_9', 'Noble_3', 'Noble_1']",7,"{'red': 2, 'blue': 1, 'green': 1, 'white': 0, 'black': 2, 'auto_color': 1}","{'red': 0, 'blue': 1, 'green': 1, 'white': 0, 'black': 1}","['II_6', 'II_9', 'II_28']",[],"['II_4', 'II_7', 'II_29']",9,"{'red': 1, 'blue': 4, 'green': 0, 'white': 4, 'black': 0, 'auto_color': 1}","{'red': 1, 'blue': 0, 'green': 2, 'white': 0, 'black': 0}","['I_5', 'III_3', 'III_10']",[],"['III_1', 'III_6', 'III_20']",10,"{'red': 3, 'blue': 0, 'green': 2, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 2, 'blue': 1, 'green': 2, 'white': 1, 'black': 1}","['II_24', 'II_16', 'II_2', 'II_3', 'II_18', 'II_11', 'II_26']",[],"['I_39', 'I_40']",4,"{'red': 0, 'blue': 1, 'green': 1, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 2, 'blue': 2, 'green': 6, 'white': 2, 'black': 4}","['I_11', 'I_35', 'I_34', 'I_24', 'I_29', 'I_3', 'I_13', 'II_1', 'I_1', 'I_4', 'II_5', 'I_36', 'I_38', 'I_23', 'I_8', 'I_32']",[],['III_2']
"{'red': 0, 'blue': 0, 'green': 4, 'white': 3, 'black': 5, 'auto_color': 3}","['I_7', 'I_19', 'I_17', 'I_20']","['II_12', 'II_23', 'II_15', 'II_22']","['III_8', 'III_16', 'III_14', 'III_5']","['Noble_4', 'Noble_8', 'Noble_7', 'Noble_6', 'Noble_10']","['I_37', 'I_14', 'I_27', 'I_21', 'I_18', 'I_6', 'I_25', 'I_16', 'I_10', 'I_26', 'I_22', 'I_2', 'I_12', 'I_15', 'I_9', 'I_30', 'I_28', 'I_31', 'I_33']","['II_10', 'II_14', 'II_17', 'II_13', 'II_30', 'II_19', 'II_21', 'II_20', 'II_25']","['III_4', 'III_12', 'III_18', 'III_17', 'III_19', 'III_11', 'III_13', 'III_9', 'III_15', 'III_7']","['Noble_5', 'Noble_2', 'Noble_9', 'Noble_3', 'Noble_1']",7,"{'red': 3, 'blue': 2, 'green': 2, 'white': 0, 'black': 2, 'auto_color': 1}","{'red': 0, 'blue': 1, 'green': 1, 'white': 0, 'black': 1}","['II_6', 'II_9', 'II_28']",[],"['II_4', 'II_7', 'II_29']",9,"{'red': 1, 'blue': 4, 'green': 0, 'white': 4, 'black': 0, 'auto_color': 1}","{'red': 1, 'blue': 0, 'green': 2, 'white': 0, 'black': 0}","['I_5', 'III_3', 'III_10']",[],"['III_1', 'III_6', 'III_20']",12,"{'red': 3, 'blue': 0, 'green': 0, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 2, 'blue': 1, 'green': 2, 'white': 1, 'black': 2}","['II_24', 'II_16', 'II_2', 'II_3', 'II_18', 'II_11', 'II_26', 'II_27']",[],"['I_39', 'I_40']",6,"{'red': 0, 'blue': 1, 'green': 1, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 2, 'blue': 3, 'green': 6, 'white': 2, 'black': 4}","['I_11', 'I_35', 'I_34', 'I_24', 'I_29', 'I_3', 'I_13', 'II_1', 'I_1', 'I_4', 'II_5', 'I_36', 'I_38', 'I_23', 'I_8', 'I_32', 'II_8']",[],['III_2']
"{'red': 3, 'blue': 0, 'green': 3, 'white': 2, 'black': 2, 'auto_color': 3}","['I_7', 'I_37', 'I_17', 'I_20']","['II_12', 'II_23', 'II_15', 'II_22']","['III_8', 'III_16', 'III_14', 'III_5']","['Noble_4', 'Noble_8', 'Noble_7', 'Noble_6', 'Noble_10']","['I_14', 'I_27', 'I_21', 'I_18', 'I_6', 'I_25', 'I_16', 'I_10', 'I_26', 'I_22', 'I_2', 'I_12', 'I_15', 'I_9', 'I_30', 'I_28', 'I_31', 'I_33']","['II_10', 'II_14', 'II_17', 'II_13', 'II_30', 'II_19', 'II_21', 'II_20', 'II_25']","['III_4', 'III_12', 'III_18', 'III_17', 'III_19', 'III_11', 'III_13', 'III_9', 'III_15', 'III_7']","['Noble_5', 'Noble_2', 'Noble_9', 'Noble_3', 'Noble_1']",7,"{'red': 0, 'blue': 2, 'green': 3, 'white': 1, 'black': 3, 'auto_color': 1}","{'red': 0, 'blue': 1, 'green': 1, 'white': 0, 'black': 1}","['II_6', 'II_9', 'II_28']",[],"['II_4', 'II_7', 'II_29']",9,"{'red': 1, 'blue': 4, 'green': 0, 'white': 4, 'black': 0, 'auto_color': 1}","{'red': 1, 'blue': 0, 'green': 2, 'white': 0, 'black': 0}","['I_5', 'III_3', 'III_10']",[],"['III_1', 'III_6', 'III_20']",12,"{'red': 3, 'blue': 0, 'green': 0, 'white': 0, 'black': 2, 'auto_color': 0}","{'red': 2, 'blue': 1, 'green': 2, 'white': 1, 'black': 2}","['II_24', 'II_16', 'II_2', 'II_3', 'II_18', 'II_11', 'II_26', 'II_27']",[],"['I_39', 'I_40']",6,"{'red': 0, 'blue': 1, 'green': 1, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 3, 'blue': 3, 'green': 6, 'white': 2, 'black': 4}","['I_11', 'I_35', 'I_34', 'I_24', 'I_29', 'I_3', 'I_13', 'II_1', 'I_1', 'I_4', 'II_5', 'I_36', 'I_38', 'I_23', 'I_8', 'I_32', 'II_8', 'I_19']",[],['III_2']
"{'red': 2, 'blue': 0, 'green': 5, 'white': 2, 'black': 3, 'auto_color': 3}","['I_27', 'I_14', 'I_17', 'I_20']","['II_12', 'II_23', 'II_15', 'II_22']","['III_8', 'III_16', 'III_14', 'III_5']","['Noble_4', 'Noble_8', 'Noble_7', 'Noble_6', 'Noble_10']","['I_21', 'I_18', 'I_6', 'I_25', 'I_16', 'I_10', 'I_26', 'I_22', 'I_2', 'I_12', 'I_15', 'I_9', 'I_30', 'I_28', 'I_31', 'I_33']","['II_10', 'II_14', 'II_17', 'II_13', 'II_30', 'II_19', 'II_21', 'II_20', 'II_25']","['III_4', 'III_12', 'III_18', 'III_17', 'III_19', 'III_11', 'III_13', 'III_9', 'III_15', 'III_7']","['Noble_5', 'Noble_2', 'Noble_9', 'Noble_3', 'Noble_1']",7,"{'red': 1, 'blue': 2, 'green': 1, 'white': 1, 'black': 4, 'auto_color': 1}","{'red': 0, 'blue': 1, 'green': 1, 'white': 0, 'black': 1}","['II_6', 'II_9', 'II_28']",[],"['II_4', 'II_7', 'II_29']",9,"{'red': 1, 'blue': 4, 'green': 0, 'white': 4, 'black': 0, 'auto_color': 1}","{'red': 1, 'blue': 0, 'green': 2, 'white': 0, 'black': 0}","['I_5', 'III_3', 'III_10']",[],"['III_1', 'III_6', 'III_20']",13,"{'red': 3, 'blue': 0, 'green': 0, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 2, 'blue': 1, 'green': 3, 'white': 1, 'black': 2}","['II_24', 'II_16', 'II_2', 'II_3', 'II_18', 'II_11', 'II_26', 'II_27', 'I_7']",[],"['I_39', 'I_40']",6,"{'red': 0, 'blue': 1, 'green': 1, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 3, 'blue': 3, 'green': 6, 'white': 2, 'black': 5}","['I_11', 'I_35', 'I_34', 'I_24', 'I_29', 'I_3', 'I_13', 'II_1', 'I_1', 'I_4', 'II_5', 'I_36', 'I_38', 'I_23', 'I_8', 'I_32', 'II_8', 'I_19', 'I_37']",[],['III_2']
"{'red': 1, 'blue': 0, 'green': 4, 'white': 2, 'black': 5, 'auto_color': 3}","['I_27', 'I_14', 'I_17', 'I_20']","['II_12', 'II_14', 'II_10', 'II_22']","['III_8', 'III_16', 'III_14', 'III_5']","['Noble_4', 'Noble_8', 'Noble_10']","['I_21', 'I_18', 'I_6', 'I_25', 'I_16', 'I_10', 'I_26', 'I_22', 'I_2', 'I_12', 'I_15', 'I_9', 'I_30', 'I_28', 'I_31', 'I_33']","['II_17', 'II_13', 'II_30', 'II_19', 'II_21', 'II_20', 'II_25']","['III_4', 'III_12', 'III_18', 'III_17', 'III_19', 'III_11', 'III_13', 'III_9', 'III_15', 'III_7']","['Noble_5', 'Noble_2', 'Noble_9', 'Noble_3', 'Noble_1']",7,"{'red': 2, 'blue': 2, 'green': 2, 'white': 1, 'black': 2, 'auto_color': 1}","{'red': 0, 'blue': 1, 'green': 1, 'white': 0, 'black': 1}","['II_6', 'II_9', 'II_28']",[],"['II_4', 'II_7', 'II_29']",9,"{'red': 1, 'blue': 4, 'green': 0, 'white': 4, 'black': 0, 'auto_color': 1}","{'red': 1, 'blue': 0, 'green': 2, 'white': 0, 'black': 0}","['I_5', 'III_3', 'III_10']",[],"['III_1', 'III_6', 'III_20']",14,"{'red': 3, 'blue': 0, 'green': 0, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 2, 'blue': 1, 'green': 3, 'white': 2, 'black': 2}","['II_24', 'II_16', 'II_2', 'II_3', 'II_18', 'II_11', 'II_26', 'II_27', 'I_7', 'II_23']",[],"['I_39', 'I_40']",14,"{'red': 0, 'blue': 1, 'green': 1, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 4, 'blue': 3, 'green': 6, 'white': 2, 'black': 5}","['I_11', 'I_35', 'I_34', 'I_24', 'I_29', 'I_3', 'I_13', 'II_1', 'I_1', 'I_4', 'II_5', 'I_36', 'I_38', 'I_23', 'I_8', 'I_32', 'II_8', 'I_19', 'I_37', 'II_15']","['Noble_7', 'Noble_6']",['III_2']
"{'red': 3, 'blue': 0, 'green': 3, 'white': 2, 'black': 2, 'auto_color': 3}","['I_27', 'I_21', 'I_17', 'I_20']","['II_12', 'II_14', 'II_10', 'II_22']","['III_8', 'III_16', 'III_14', 'III_5']","['Noble_4', 'Noble_8', 'Noble_10']","['I_18', 'I_6', 'I_25', 'I_16', 'I_10', 'I_26', 'I_22', 'I_2', 'I_12', 'I_15', 'I_9', 'I_30', 'I_28', 'I_31', 'I_33']","['II_17', 'II_13', 'II_30', 'II_19', 'II_21', 'II_20', 'II_25']","['III_4', 'III_12', 'III_18', 'III_17', 'III_19', 'III_11', 'III_13', 'III_9', 'III_15', 'III_7']","['Noble_5', 'Noble_2', 'Noble_9', 'Noble_3', 'Noble_1']",7,"{'red': 0, 'blue': 2, 'green': 3, 'white': 1, 'black': 3, 'auto_color': 1}","{'red': 0, 'blue': 1, 'green': 1, 'white': 0, 'black': 1}","['II_6', 'II_9', 'II_28']",[],"['II_4', 'II_7', 'II_29']",9,"{'red': 1, 'blue': 4, 'green': 0, 'white': 4, 'black': 0, 'auto_color': 1}","{'red': 1, 'blue': 0, 'green': 2, 'white': 0, 'black': 0}","['I_5', 'III_3', 'III_10']",[],"['III_1', 'III_6', 'III_20']",14,"{'red': 3, 'blue': 0, 'green': 0, 'white': 0, 'black': 2, 'auto_color': 0}","{'red': 2, 'blue': 1, 'green': 3, 'white': 2, 'black': 2}","['II_24', 'II_16', 'II_2', 'II_3', 'II_18', 'II_11', 'II_26', 'II_27', 'I_7', 'II_23']",[],"['I_39', 'I_40']",14,"{'red': 0, 'blue': 1, 'green': 1, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 4, 'blue': 4, 'green': 6, 'white': 2, 'black': 5}","['I_11', 'I_35', 'I_34', 'I_24', 'I_29', 'I_3', 'I_13', 'II_1', 'I_1', 'I_4', 'II_5', 'I_36', 'I_38', 'I_23', 'I_8', 'I_32', 'II_8', 'I_19', 'I_37', 'II_15', 'I_14']","['Noble_7', 'Noble_6']",['III_2']
"{'red': 1, 'blue': 0, 'green': 4, 'white': 1, 'black': 1, 'auto_color': 3}","['I_27', 'I_18', 'I_17', 'I_20']","['II_12', 'II_14', 'II_10', 'II_22']","['III_8', 'III_16', 'III_14', 'III_5']","['Noble_4', 'Noble_8', 'Noble_10']","['I_6', 'I_25', 'I_16', 'I_10', 'I_26', 'I_22', 'I_2', 'I_12', 'I_15', 'I_9', 'I_30', 'I_28', 'I_31', 'I_33']","['II_17', 'II_13', 'II_30', 'II_19', 'II_21', 'II_20', 'II_25']","['III_4', 'III_12', 'III_18', 'III_17', 'III_19', 'III_11', 'III_13', 'III_9', 'III_15', 'III_7']","['Noble_5', 'Noble_2', 'Noble_9', 'Noble_3', 'Noble_1']",7,"{'red': 1, 'blue': 2, 'green': 1, 'white': 1, 'black': 4, 'auto_color': 1}","{'red': 0, 'blue': 1, 'green': 1, 'white': 0, 'black': 1}","['II_6', 'II_9', 'II_28']",[],"['II_4', 'II_7', 'II_29']",9,"{'red': 1, 'blue': 4, 'green': 0, 'white': 4, 'black': 0, 'auto_color': 1}","{'red': 1, 'blue': 0, 'green': 2, 'white': 0, 'black': 0}","['I_5', 'III_3', 'III_10']",[],"['III_1', 'III_6', 'III_20']",14,"{'red': 4, 'blue': 0, 'green': 1, 'white': 1, 'black': 2, 'auto_color': 0}","{'red': 2, 'blue': 1, 'green': 3, 'white': 2, 'black': 2}","['II_24', 'II_16', 'II_2', 'II_3', 'II_18', 'II_11', 'II_26', 'II_27', 'I_7', 'II_23']",[],"['I_39', 'I_40']",14,"{'red': 0, 'blue': 1, 'green': 1, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 5, 'blue': 4, 'green': 6, 'white': 2, 'black': 5}","['I_11', 'I_35', 'I_34', 'I_24', 'I_29', 'I_3', 'I_13', 'II_1', 'I_1', 'I_4', 'II_5', 'I_36', 'I_38', 'I_23', 'I_8', 'I_32', 'II_8', 'I_19', 'I_37', 'II_15', 'I_14', 'I_21']","['Noble_7', 'Noble_6']",['III_2']
"{'red': 0, 'blue': 0, 'green': 3, 'white': 2, 'black': 3, 'auto_color': 3}","['I_6', 'I_18', 'I_17', 'I_20']","['II_12', 'II_14', 'II_10', 'II_22']","['III_8', 'III_16', 'III_4', 'III_5']",['Noble_10'],"['I_25', 'I_16', 'I_10', 'I_26', 'I_22', 'I_2', 'I_12', 'I_15', 'I_9', 'I_30', 'I_28', 'I_31', 'I_33']","['II_17', 'II_13', 'II_30', 'II_19', 'II_21', 'II_20', 'II_25']","['III_12', 'III_18', 'III_17', 'III_19', 'III_11', 'III_13', 'III_9', 'III_15', 'III_7']","['Noble_5', 'Noble_2', 'Noble_9', 'Noble_3', 'Noble_1']",7,"{'red': 2, 'blue': 2, 'green': 2, 'white': 1, 'black': 2, 'auto_color': 1}","{'red': 0, 'blue': 1, 'green': 1, 'white': 0, 'black': 1}","['II_6', 'II_9', 'II_28']",[],"['II_4', 'II_7', 'II_29']",9,"{'red': 1, 'blue': 4, 'green': 0, 'white': 4, 'black': 0, 'auto_color': 1}","{'red': 1, 'blue': 0, 'green': 2, 'white': 0, 'black': 0}","['I_5', 'III_3', 'III_10']",[],"['III_1', 'III_6', 'III_20']",14,"{'red': 4, 'blue': 0, 'green': 1, 'white': 0, 'black': 2, 'auto_color': 0}","{'red': 2, 'blue': 1, 'green': 3, 'white': 3, 'black': 2}","['II_24', 'II_16', 'II_2', 'II_3', 'II_18', 'II_11', 'II_26', 'II_27', 'I_7', 'II_23', 'I_27']",[],"['I_39', 'I_40']",23,"{'red': 0, 'blue': 1, 'green': 1, 'white': 0, 'black': 0, 'auto_color': 0}","{'red': 5, 'blue': 4, 'green': 6, 'white': 3, 'black': 5}","['I_11', 'I_35', 'I_34', 'I_24', 'I_29', 'I_3', 'I_13', 'II_1', 'I_1', 'I_4', 'II_5', 'I_36', 'I_38', 'I_23', 'I_8', 'I_32', 'II_8', 'I_19', 'I_37', 'II_15', 'I_14', 'I_21', 'III_14']","['Noble_7', 'Noble_6', 'Noble_4', 'Noble_8']",['III_2']
